,label,data
14,1,중국 애들하고 일본 애들 봤을 때는 걔네들이 말을 굉장히 잘 했어요
15,1,그래서 안쪽 해 가지고 했어요
16,1,아직 안 했어요
17,1,난 딱 그 생각을 했어요
18,1,막 진짜 완벽하게 정리를 했어요
19,1,그런 얘기 존나 많이 했어요
20,1,선생님도 사실 이 내용 요약에 나와 있는 거 정도 방향밖에 얘기 안 했어요
21,1,예 안 했어요
22,1,그 선생님 있는 앞에서 그 선생님한테 욕을 했어요
23,1,언니가 어떻게 생겼냬요 그래서 뭐 설명을 다 했어요
24,1,그 오학년이나 사학년 저학년들한테 와서요 너 찍혔어 막 이런 거 했어요
25,1,그때 그것도 했어요
26,1,저만 보면 언니 얘기 했어요
27,1,그런 거 우리 언니가 했어요
28,1,파일럿을 했어요
29,1,나 그거밖에 안 했어요
30,1,집에 가서 물론 했어요
31,1,비염 땜에 그런 경험을 되게 많이 했어요
32,1,내가 그런 말을 했어요
33,1,결혼은 왜 했어요
34,1,그 얘기를 했어요
35,1,아까 여기까지밖에 얘기 안 했어요
36,1,아니 교수님이 조금 했어요
37,1,저희 수업 비슷하게 좀 했어요
38,1,그냥 하구 싶은 거 했어요
39,1,누군가 뭐 그러면서 뭐요 뭐 이런 식으로 대답을 했어요
40,1,어 해 했어요
41,1,지난번에두 했어요
42,1,아니 근데 진짜 저번 주까지는 공부 진짜 열심히 했어요
43,1,수강 신청 했어요
45,1,나도 걱정이 돼 가지구 전화를 했어요
46,1,요즘 근데 그 뭘 결정을 하면 저희가 참관원한테 면 회의를 했어요
47,1,그러겠다고 했어요
48,1,이제부터 책가방만 놔 두고 뭐 한 시간 이후에 없으면은 치워 버리겠다구 했어요
49,1,아무것도 안 했어요
0,1,명문 에스대는 서울대를 말하는 거예요
1,1,우리는 근본 가치를 가지고 있지 않은 거예요
2,1,근까 인제 그런 부분들에 대한 답이 있는 거예요
3,1,그건 어렵다는 거예요
4,1,이명박 꼴 나는 거예요
5,1,따라 올라가는 거예요
6,1,이 버라이어티가 이렇게 차이가 이렇게 많은 사람들을 한 조직에 있게 되는 거예요
7,1,많은 사람들 중에 아주 일부의 사람들이 들어가는 거예요
8,1,급여를 측정하는 거예요
9,1,그런 쪽에서 인제 얘기를 하는 거예요
10,1,처음 생긴 단체들은 못 받는 거예요
11,1,여럿이 나눠서 그 일을 맡아서 자원 봉사자가 하는 거예요
12,1,이게 이동 통신 서비스라고 판단하기 힘들었을 거예요
13,1,하자는 거예요
14,1,한번 여쭤 본 거예요
15,1,개성적 표현이 풍부한 거예요
16,1,여러 가지를 말하는 거예요
17,1,이제는 왜 그렇게 되냐면 이건 다른 문제예요
18,1,이건 현실적인 문제예요
0,1,에  개성이에요
1,1,최근에 규정된 전송물이라고 하는 것이에요
2,1,이게 법률에선 계약이에요
3,1,굉장히 주인공이 하는 말이 이제 내가 누구에요
4,1,나 알죠 아버지 나 누구에요
5,1,아버지 나는 누구에요
6,1,아부지 아부지 누구에요
7,1,아 물론이에요
8,1,교통 수단 이용하는 것도 법률이에요
9,1,정치 못 하게 정치판에서 쫓겨난 거 아니에요
10,1,그럴지도 그럴지도 몰르는 거 아니에요
13,1,에 그 그것도 원점이에요
0,1,에 좀 다이나믹하다고 그럴까요
1,1,어떤 그 이 자연의 법칙이라고 그럴까요
2,1,뭐라고 할까요
0,1,어떤 일정한 그 제재라고 해야 될까요
1,1,어떤 게 있을까요
2,1,어떻게 할까요
3,1,아니면은 개별적으로 분리해서 토론을 할까요
4,1,첫 번째 것과 두 번째 것을 묶어서 할까요
0,1,그런 부분들을 사실 인정해요
1,1,번역자들이 번역을 해요
2,1,내용이 돼야 해요
3,1,요 사람 해요
0,1,신고할 거라고 그랬더니 신고해요
1,1,애들 넘기는 거 보면 진짜 신기해요
2,1,여기 막 너무 신기해요
3,1,난 만화책 싫어해요
4,1,오래 씹는 음식은 싫어해요
5,1,김치도 담구지도 못하는 주제에 또 사 먹는 김치는 싫어해요
6,1,먹는 거에 심각해요
7,1,그런 게 좀 독과점 독점적인 게 심해요
8,1,병이 심해요
9,1,사랑의 반 반대말 되게 애매해요
10,1,예 얘기해요
11,1,그럼 뭐라고 얘기해요
12,1,아 나중에 얘기해요
13,1,얘기해요
15,1,그렇게 내면 어떡해요
16,1,아저씨 자구 있으면 아 아저씨 자면 어떡해요
17,1,죄송해서 어떡해요
18,1,막 감기 걸리면 어떡해요
19,1,학교 다닐 때 어떡해요
20,1,뭐 어뜩해요
21,1,오늘 와요 어뜩해요
22,1,좀 어리버리해요
23,1,청담동 진짜 딱 그 청담동 압구정동 무슨 지한데 딱 들어갔는데 진짜 어마어마해요
24,1,얘넨 또 어중간해요
25,1,그 조금만 넣어도 그렇게 역해요
26,1,이따 연락해요
27,1,연락해요
28,1,선수촌 나갈 정돈데 어깨가 요만해요
29,1,여기 계산동인데 겁나 우울해요
30,1,저한테 되게 유리해요
31,1,수학 봐야지 유리해요
32,1,이상해요
33,1,이상해요
34,1,아이 이상해요
35,1,오늘 보겔룬트가 좀 이상해요
37,1,막 이상해요
38,1,이상해요
39,1,네 그거 이상해요
40,1,아 그냥 편하게 이야기해요
41,1,디 궤도 함수를 이용해요
42,1,이제 좀 익숙해요
43,1,인정해요
44,1,그 매형이 거기서 일해요
45,1,아 정말 너무 잘해요
46,1,원래 두리번거리길 잘해요
47,1,항상 재채기해요
48,1,언제 제대해요
49,1,누나 조심해요
0,1,열심히 해요
1,1,뭐 밥이 밥으로 되는 걸루 해요
2,1,뭐 하긴 뭐 해요
3,1,어우 이건 왜 해요
4,1,인제 학부모들 날파를 해요
5,1,우리는 집에서 그거를 해요
6,1,그 친구두 다 해요
7,1,내가 언제 이런 걸 해요
8,1,어떻게 해요
9,1,한마디도 안 해요
10,1,회의 좀 일찍 해요
11,1,공부를 해요
12,1,흡수를 억제를 해요
13,1,버터를 넣고 범벅을 해요
14,1,쓸 수 있도록 설계는 해요
15,1,열 명이 갑자기 등장을 해요
16,1,아이디얼한 케이스에 대해서 이야기를 해요
17,1,그니까 애들이 공부를 안 해요
18,1,술 한 잔 해요
19,1,이상한 얘기만 해요
20,1,육교시까지 축구만 해요
21,1,아니요 저희는 다 알아서 해요
22,1,잔병치레를 안 해요
23,1,그 다음에 그 맛이 되게 되게 사람을 힘들게 해요
24,1,그런 걸 좀 해요
25,1,먼저 해요
26,1,안 해요
28,1,기억만 해요
29,1,오빠 뭐 해요
30,1,얘 얘 수영도 잘 해요
31,1,근데 잘 안 해요
32,1,나중에 손해 배상 할 때 야한테 해요
33,1,아 애들이 대학 떨어졌는데 걱정 별로 안 해요
34,1,못 해요
35,1,아 잘 한 거 잘 해요
36,1,해요
38,1,그니까 이랑 는 그렇게 딱 보면은 맞먹고 싶어지는 애들이긴 해요
39,1,중대 다 해요
40,1,애들이 고참들도 다 인제 쉰소리를 안 해요
41,1,그렇긴 해요
42,1,근데 결정도 잘 못 해요
43,1,워커힐 어떻게 해요
44,1,아무 뭐 그런 거랑 전혀 관계없는 일 해요
45,1,빨리 해요
46,1,모 못 해요
47,1,가야 된다고 저는 생각을 해요
48,1,저는 있다고 생각을 해요
49,1,뭐 심각하게 생각 안 해요
0,1,그까 공간이 제일 먼저 필요한 사람은 저는 논문 작성자라고 생각을 해요
1,1,저는 그렇진 않다라고 생각을 해요
2,1,공부만 하는 게 아니기 때문에 당연히 빌 수밖에 없기는 해요
3,1,인체도 급하다 싶어서 인슐린 막 분비를 해요
4,1,그 해요
5,1,어 혈당을 떨어트리는 역할을 해요
6,1,가장 많이 해요
7,1,보통 한 이천 칼로리 기준으로 해서 해요
8,1,다음에 해요
9,1,계산들을 해요
10,1,이런 실수는 해요
11,1,이런 식으로 요구를 해요
12,1,그 어떤 신분 제도에 정점에 있는 관리의 문제를 드러내는데 목표를 두고 있는 작품이라고 해요
13,1,그래서 그래 갖고 아 모르겠어요 근데 그냥 한 달하고 짤릴 것 같기도 해요
14,1,그 음 애들 공부 안 해요
15,1,지연이 누나는 요즘 뭐 해요
16,1,죄송해야 해요
17,1,예 지금 해요
18,1,딱 세 가 세 가지를 이어서 해요
19,1,내 친구들 만나면 맨날 그 얘기밖에 안 해요
20,1,근데 우리한텐 공적인 대화 안 해요
21,1,저 소개팅 소개팅 같은 거 안 해요
22,1,안 해요
23,1,못 하는 사람 못 해요
24,1,아니 그것도 정말 무시 못 해요
25,1,토크박스 한번 해요
26,1,이렇게 하나 몰아 주기 그렇게 해요
27,1,디자인 같은 건 안 해요
28,1,안 해요
29,1,여기서 무슨 말을 해요
30,1,요즘 뭐 해요
31,1,학술부 해요
32,1,언닌 그거 해요
33,1,별루 기대 안 해요
34,1,못 해요
35,1,나머지 한 시간은 뭐 해요
36,1,이거 왜 해요
37,1,몇 시부터 해요
38,1,그래서 여기서 아저씨가 운전을 원래 이렇게 해요
39,1,아르바이트 해요
40,1,수영 잘 해요
41,1,세 분 다 안 해요
42,1,담배 해요
44,1,그런 생각 안 해요
47,1,그럼 언니는 뭘 충동구매 해요
48,1,지 맘대로 행동해요
49,1,회의해요
0,1,안 계시나요
0,1, 가겠습니다
1,1,지금까지 들어 주셔서 감사합니다
2,1,감사합니다
3,1,같은 조건을 가지고 서로 다른 시각으로 시각으로 보고 있는 거 같습니다
4,1,그 고급 교육이라는 그런 느낌을 줄 수 있는 그런 곳으로 몰리는 그런 현상도 많이 막을 수 있겠다 라는 그런 내용인 거 같습니다
5,1,스스로 나름대로 아마 기준을 세워 보는 것은 좋으실 것 같습니다
6,1,이게 굉장히 중요한 문제들인 거 같습니다
7,1,같은 그런 부분들이 있는 거 같습니다
8,1,가지고 있는 생각들이 어떠한 것인지를 여러분이 알 수 있을 거 같습니다
9,1,여러분들이 한번 그 그 부분을 한번 꼭 읽어 봐 주시면 좋을 거 같습니다
10,1,그 민간 섹터가 많이 그 발전하게 되는 그런 문제인 거 같습니다
11,1,그 으 몇 가지만 살펴보면 좋을 거 같습니다
12,1,질문이 끝도 없을 것 같습니다
13,1,질문을 미리  부탁을 드렸던 것 같습니다
14,1,그렇게 뭐 차이가 없는 것 같습니다
15,1,넘어가야 할 것 같습니다
16,1,개발되었습니다
17,1,저작권의  가 바로 개성입니다
18,1,다른 이야기를 하고 있는 것을 볼 수 있을 겁니다
19,1,그 나왔던 내용에 대해서 공공성에서의 공공재로써의 교육 발표문을 보시면 앞 분께서 하신 그 주장에 대해서 간략하게 나와 있는 걸 아실 수 있을 겁니다
20,1,재생산된다는 겁니다
21,1,선과 악으로 보는 그런 판단 기준을 우리가 가지고 있다 라는 겁니다
22,1,바로 그런 겁니다
23,1,근데 제가 지금 인제 얘기하는 건 그런 겁니다
24,1,얘기는 그런 겁니다
25,1,만약에 그런 겁니다
26,1,사실은 그런 겁니다
27,1,그래서 꼼짝없이 당하는 겁니다
28,1,저작권자가 되는 겁니다
29,1,저작자가 되는 겁니다
30,1,한다 하는 것이 중요한 겁니다
31,1,목적이 일차적으로 중요한 겁니다
32,1,가져갈 수가 있을 겁니다
33,1,이 가능하다는 겁니다
34,1,저작권이 인정되지 않는다는 겁니다
35,1,라고 말할 수가 있는 겁니다
36,1,우리 보호 기관에 관한 겁니다
37,1,이해가 쉬울 겁니다
38,1,지구 차원의 이슈가 된 문제들을 얘기를 하는 것이겠습니다
39,1,가장 확실히 보여 줄 수 있는 것이었습니다
40,1,더 악화시키는 시키는 것뿐이다라고 얘기를 하고 있는 것입니다
41,1,결국 그것이 그 결과적 차이가 나게 되는 것입니다
42,1,그 안에서 그 안에서 나타나는 결과 자체로 사람들을 평가하자는 것입니다
43,1,좀 더 도입할 수 있는 물꼬를 틀 수 있다 이렇게 얘기하는 것입니다
44,1,문제점을 아실 것입니다
45,1,따라서 효율성이 낮다고 판단되는 교육 분야의 근본 재정을 감축하게 되는 것입니다
46,1,재정 투자에 효율성을 높이려는 것입니다
47,1,하는 점에 대한 것입니다
48,1,감성적 분위길 사용했다는 것입니다
49,1,바로 이 전화 벨소리가 광고 초반에 이제 등장한다는 것입니다
0,1,이 사이에 어떤 차이가 있다는 것을 알 수 있을 것입니다
1,1, 찾아가면 되는 것입니다
2,1,그런 것입니다
3,1,그 해소할 수가 있게 돼 있는 것입니다
4,1,유효하게 보는 것입니다
5,1,인정이 되는 것입니다
6,1,정상적으로 파악할 수 있는 능력을 말하는 것입니다
7,1,그 이상 무단 초과하면 안 된다는 것입니다
8,1,타협 사회에서 나온 것입니다
9,1,발생하는 것입니다
10,1,묵시적으로 이용한다는 이런 것입니다
11,1,저작자의 것입니다
12,1,유유히 처분할 수 있는 것입니다
13,1,가장 최선책이 되는 것입니다
14,1,주장할 수 없는 것입니다
15,1,그런 여건을 말하는 것입니다
16,1,보호 기간이 지나가는 것입니다
17,1,관계를 분명히 하는 것입니다
18,1,권리가 있는 것입니다
19,1,아주 노력이 필요한 것이다 라는 것입니다
20,1,결론지었습니다
21,1,계약섭니다
22,1,채권적인 계약입니다
23,1,고맙습니다
24,1,공표권입니다
25,1,이 이건 굉장히 굉장히 복잡한 과젭니다
26,1,관건입니다
27,1,또 이제 해석에 대해서 많은 여지들을 남겨 놓고 있는 광고였습니다
28,1,바로 갖다 써도 괜찮습니다
29,1, 괜찮습니다
30,1,권리입니다
31,1,저 최 총장이 그러더랍니다
32,1,이제 나오고 그럽니다
33,1,간단하게 얘기하면 그렇습니다
34,1,사실은 인제 그렇습니다
35,1,제 개인적인 생각은 그렇습니다
36,1,그렇습니다
37,1,예 그렇습니다
38,1,이 상황에서도 그렇습니다
39,1,교육이 부모의 교육 수준에 따라 자녀의 진학 확률이 최고 다섯 배까지 차이가 난다는 연구 결과에 대한 신문 기사입니다
40,1,전학 학생이 삼분의 사분의 일 가량이 강남 지역으로 집중된 것으로 나타났다는 기사입니다
41,1,저작 재산권으로 나눠집니다
42,1,대학 진학 단계에서 일 점 오 배 정도의 차이가 나타나는 것으로 나타났습니다
43,1,갑자기 생각이 안 납니다
44,1,고소득층이 저속득층의 여섯 배나 되며 이 격차는 갈수록 벌어지고 있다 이런 식의 기사가 났습니다
45,1,양 당사자의 합의 내용입니다
46,1,공식적으로 신문에 공식적으로 냅니다
47,1,만들어 냈습니다
48,1,공모전에 냈습니다
49,1,상당히 높습니다
0,1,또  이렇게 다녀왔습니다
1,1,할 수 있는 그런 그 역할들이 다릅니다
2,1,또 대상도 다릅니다
3,1,다양합니다
4,1, 쪽이 당합니다
5,1,그 대상입니다
6,1,재생산 과정에 있어서 문화 자본이라는 특별한 계량으로 도치되었습니다
7,1,저도 그런 부분에 동의합니다
8,1,당선이 됐습니다
9,1,이용하시면 되겠습니다
10,1,봐야 되겠습니다마는
11,1,이렇게 말하면 되겠습니다
12,1,들어가게 되는 현상을 일으키게 되었습니다
13,1,그런 판단을 내리게 되었습니다
14,1,이런 어떤 차이가 나타나지 않았나 저희가 판단하게 되었습니다
15,1,반응에 조건이 나타나게 되었습니다
16,1,이십대 이후의 여성과 남성을 대상층으로 저희도 구별을 하게 되었습니다
17,1,저희의 발표를 진행하게 되었습니다
18,1,상품을 용납시키는 그러한 광고의 패턴으로 나가게 되었습니다
19,1,새로운 시장의 분화가 필요하게 되었습니다
20,1,휴대폰 사용이 급증함에 따라서 다양한 사용자층이 나타나게 되었습니다
21,1,보호 기간이 오십 년으로 연장이 되었습니다
22,1,것이 있을수록 더 높은 수준의 교육을 받는 것두 대학에서도 마찬가지로 나타나게 됩니다
23,1,이러한 것에 반대 의미로 교육의 기회를 의무 교육의 형태로 보장하는 것이 됩니다
24,1,그 교육을 받는 수준두 결정되게 됩니다
25,1,거기서는 능력 있는 사람은 능력에 맞게 없는 사람은 없게 있는 사람을 잘 살려서 어떻게 하자 라는 그런 느낌까지 갖게 됩니다
26,1,저희 나라는 특히 그게 더 강하게 돼서 국가 획일적인 국가에 의한 교육이 진행되게 됩니다
27,1,그런 주장들이 토를 토대가 되게 됩니다
28,1,먼저 복지 국가의 이념이 등장하게 됩니다
29,1,이런 것들은 굉장히 중요한 여전히 중요한 이슈라고 생각이 됩니다
30,1, 그 조직에 못 버티고 나오게 됩니다
31,1,그러한 주제가 될 걸로 생각을 됩니다
32,1,생각하시면 됩니다
33,1,많이 적 마음껏 적용이 됩니다
34,1,계약 위반이 됩니다
35,1,이것을 작성을 해 주셔야 됩니다
36,1,문제가 됩니다
37,1,저작권 침해가 안 됩니다
38,1,저작권과 관련이 있게 됩니다
39,1,가져다 쓰셔도 됩니다
40,1,정신적 에 산물이어야 됩니다
41,1,저작물로써 인정이 됩니다
42,1,이것만 알고 계시면 됩니다
43,1,오십 년이 연장이 됩니다마는
44,1,됩니다
45,1,그 시에 대한 이차적 저작물이 됩니다
46,1,그 책에 대한 경제적 가치가 완전히 상실이 됩니다
47,1,두 가지 제가 소개해 두었습니다
48,1,아까 제가 말씀을 드렸습니다만은
49,1,어 설명해 드렸습니다
0,1,우선 공공성  주장에 대해서 하나씩 말씀을 드리겠습니다
1,1,더 이상 말씀은 안 드리겠습니다
2,1,제가 말씀을 해 드리겠습니다
3,1,다시 제가 답변을 드리겠습니다
4,1,결국에는 계 계급을 재생산하고 사회적 불평등을 야기시킨다는 갈등론적 입장이 주로 설득력 있게 들리 들립니다
5,1,그래서 바로 이부로 들어가겠습니다
6,1,그런 굉장히 큰 과제라고 생각은 들어갑니다
7,1,오히려 그런 거는 좀 해서 같이 좀 나누면 참 좋겠다 그런 생각이 들어갑니다
8,1,그런 생각이 많이 들어갑니다
9,1,그런 생각이 들어갑니다
10,1,이부영 씨 같은 경우가 제일 많이 대표적인 경우라고 생각이 들어갑니다
11,1,그때가 아마 그 전환점이 아니었나 그런 생각이 들어갑니다
13,1,으로 들어갑니다
14,1,라는 말을 들었습니다
15,1,저희가 예를 들었습니다
16,1,저는 그런 생각이 듭니다
17,1,그 부분들에 대한 좀 반성과 겸허가 필요하지 않겠나 생각이 듭니다
18,1,이런 생각이 듭니다
19,1,그런 생각이 듭니다
20,1,그런 이유가 아닐까 그런 생각도 듭니다
21,1,국내 저작물이나 다 똑같습니다
22,1,똑같습니다
23,1,누가 글을 서술하더라도 똑같습니다
24,1,뛰어들었습니다
25,1,시민 단체도 마찬가집니다
26,1,북한 제정도 마찬가지입니다
27,1,자 그럼 여기서도 마찬가지입니다
28,1,여기서도 마찬가지입니다
29,1,번역도 마찬가지입니다
30,1,복제권도 마찬가지입니다
31,1,이런 단체들 쭉 만들어졌습니다
32,1, 갖다 쓰게 만듭니다
33,1,굉장히 형식적으로 이루어지는 경우가 많습니다
34,1,모든 사람들이 자신의 소득과 지위를 향상시킬 수 있는 가능성을 공평히 갖고 있다 라는 신화를 믿고 있는 사람이 많습니다
35,1,가능성이 많습니다
36,1,다 해결할 수 있다고 생각하는 분들이 많습니다
37,1,많습니다
38,1,지난번에 제가 말씀드렸습니다마는
39,1,현재 어떤 기업체로 넘겼단 말입니다
40,1,지가 아니다 이 말입니다
41,1,그 약정서에다가 했다 말입니다
42,1,엄두가 안 난다 그 말입니다
43,1,똑같은 말입니다
44,1,이제 감독은 이러한 분위길 차용하고 있다고 말하였습니다
45,1,제가 참고로 했던 논문에서는 이 방법으로 의무 교육 형태를 말합니다
46,1,계약 같은 것을 말합니다
47,1,여러분들 판단에 맡기겠습니다
48,1,이제 공일육에 메인입니다
49,1,뭐 그렇게 해서 잘되는 사람이 노무현 대통령인지 모르겠습니다마는
0,1,다시 같은 질문이 중복이 되는지는 모르겠습니다
1,1,요건 구체적으로 어떤 내용인지를 모르겠습니다
2,1,아무두 모릅니다
3,1,원칙적으로는 무효입니다
4,1,건 무횹니다
5,1, 무횹니다
6,1,이런 부분들에 대한 문제입니다
7,1,부분들은 무엇으로 나타낼 건가 하는 문제입니다
8,1,논리의 문제입니다
9,1,그런 것들을 하는 문제입니다
10,1,그러한 문제입니다
11,1,그 다음에 두 번째 이제 정기적인 비전과 현실의 괴리 문제입니다
12,1,민법상 문제입니다
13,1,이런 경우  발생하는 문제입니다
14,1,발생하는 문제입니다
15,1, 차원으로 답변을 해 주기 바랍니다
16,1,이제 질문을 받겠습니다
17,1,보호를 받습니다
18,1,침해를 받습니다
19,1,기존에 갖고 있던 이미지를 굉장히 많이 의존하고 있었음을 발견하였습니다
20,1,모순이 발생합니다
21,1,저작물 층위가 발생합니다
22,1,계약이 발생합니다
23,1,오토매틱이 발생합니다
24,1,우리가 항시 해석 문제가 발생합니다
25,1,일단 그 이용 허락이나 계약이 성립되고 발생합니다
26,1,목적으로 만들어진 법입니다
27,1,지금은 좀 많이 변했습니다마는
28,1,먼저 공일일 유토를 보시겠습니다
29,1,공일육에 드라마란 서비스를 보시겠습니다
30,1,여성 서비스인 카라를 보시겠습니다
31,1,공일구에 카이를 보시겠습니다
32,1,나라는 서비스를 보시겠습니다
33,1,이십대 서비스 먼저 공일일 티티엘을 보시겠습니다
34,1,예 그 다음에 공일육에 카이 홀맨을 보시겠습니다
35,1,비기를 보시겠습니다
36,1,어 공일일에 팅을 먼저 보시겠습니다
37,1,또 이제 그러한 것들을 곧 이끌어내고 있다고 보았습니다
38,1,이런 있다고 보았습니다
39,1,그런 반응으로 도출될 수 있다고 보았습니다
40,1,그것들을 통해 갖고 어떤 이 세대의 특성들을 반영하고 있다고 보았습니다
41,1,또 그에 따라서 광고의 차별화도 이루어졌다고 보았습니다
42,1,그 재정 문제 해결책이 가장 안정적이라고 보여집니다
43,1,어 그 그 존재의 이유 사명이 다르다고 보여집니다
44,1,그 분포를 보였습니다
45,1,경영학이나 인원 관리 쪽에 들어가면 굉장히 복잡합니다
46,1,점점 시간이 지날수록 그건 해결할 수 없다고 봅니다
47,1,현실적으로 도입됐을 때의 상황이 다르다고 봅니다
48,1,그런 지적이 있을 수 있다고 봅니다
49,1,신자유주의적인 부분이다 이렇게 획일적으로 나눌 수 있는 부분은 아니라고 봅니다
0,1,좀 더 이렇게 다른 생각을 낼 내실 분도 있다고 봅니다
1,1,가장 문제가 된다고 봅니다
2,1,역시 자녀도 똑같이 기껏해야 전문대 정도 가는 수준에 머물렀다고 봅니다
3,1,미성년자 단독으로 유효하다고 봅니다
4,1,조직을 운영하는 문제가 이제 현실의 문제로 봉착합니다
5,1,거기서 지금 사람들이 그를 바라보면서 하는 시각들을 정리만 해 봤습니다
6,1,조사를 해 봤습니다
7,1,아 그런 부분입니다
8,1,우리가 많이 인제 얘기되고 있는 부분입니다마는
9,1,그런 부분입니다
10,1,이것도 좀 얘기된 부분입니다마는
11,1,기사가 부족합니다
12,1,그런 점이 거의 창작적 표현이 불가능합니다
13,1,불가능합니다
14,1,창작적 표현이 불가능합니다
15,1,경제적 재생산 이론과 문화적 재생산 이론에 대해 살펴보겠습니다
16,1,그리고 공통점들을 살펴보겠습니다
17,1,이십대 서비스 광고의 특성에 대해서 살펴보겠습니다
18,1,학습 원리 실제에 대해서 살펴보겠습니다
19,1,모든 학생들의 수준과 학습이나 이런 거는 제대로 이루어질 수 없는 상황입니다
20,1,경영 개념을 더 철저하게 적용해야 될 곳이 바로 여기라고 생각됩니다
21,1,실질적으로 우리가 고민해야 될 문제라는 생각입니다
22,1,실질적으로 그렇지 못하다는 그런 생각입니다
23,1,그대로 일어난다는 생각입니다
24,1,하는 생각입니다
25,1,생각해 볼 필요가 있지 않나 이렇게 생각합니다
26,1,초중고등학 아 도서 지역의 초중고등학교 이런 학교의 통페합에 좀 더 문제 의식 문제 제기를 해야 되지 않나 이렇게 생각합니다
27,1,신자유주의 교육 정책을 비난할 수만은 없다고 생각합니다
28,1,다시 한번 생각해야 될 필요가 있다고 생각합니다
29,1,다시 한번 고려해야 할 사항이라고 생각합니다
30,1,교육 상품을 통한 이윤 창출을 하기 위한 목적이라 생각합니다
31,1,배경 논리가 바로 신자유주의라고 생각합니다
32,1,그런 기능을 해야 할 필요성이 있다고 생각합니다
33,1,이렇게 생각합니다
34,1,아마 느낌은 다 다를 거라고 생각합니다
35,1,하는 그런 부분들에 대한 고민을 심각하게 하셔야 할 때라고 생각합니다
37,1,그때 인자 문제가 생깁니다
38,1,그 대상으로 하는 것이 소유권입니다
39,1,어문 저작물에 속합니다
40,1,문제 제기를 해야 된다 라는 인제 시각입니다
41,1,이제 팅이라는 서비스를 연결을 연합을 시켰습니다
42,1,경기 침체가 심해 심화됩니다
43,1,결혼하고 싶습니다
44,1,여러 얘기를 썼습니다마는
45,1,에 제가 거기다가 쭉 썼습니다
46,1,제가 거 자료에도 썼습니다마는
47,1,이런 말을 씁니다
48,1,이러한 교육 개혁은 상대 학생 전체를 위한 교육 개혁이 절대 아니다
49,1,어떤 유교주의자는 아니다
0,1,그런 것이 이유 없이 그렇게 된 것이 아니다
1,1,자유총연맹이 옛날의 자유총연맹이 아니다
2,1, 이런 그 담배 피는 사람들이 지금 정신이 아니다
3,1,지가 아니다
4,1,저작자가 아니다
5,1,아닙니다
6,1,여기 있는 것은 어느 것도 저작물이 아닙니다
7,1,이건 저작물이 아닙니다
9,1,이건 창작의 표현이 아닙니다
10,1,어떤 저작물이 아닙니다
11,1,깊이 다루진 않겠습니다
12,1,그래 연대회의가 뭐 우리 나라 엔지오를 대표한다고 그렇게 꼭 그렇게 생각하지는 않습니다
13,1,어 효력을 인정하지 않습니다
14,1,차별 대우 하지 않습니다
15,1,그래서 문제가 발생하지 않습니다
16,1,근데 저작권은 그렇지 않습니다
17,1,저작물로 보지 않습니다
18,1,그렇지는 않습니다
19,1,오십 년에 보호 기간이 적용되지 않습니다
20,1,하나도 팔리지 않습니다
21,1,저도 뭐 국제 회의 몇 번 가 보지는 않았습니다마는
22,1,이거 질문하신 뜻은 잘 압니다
23,1,요건 아무 상관이 없다는 얘기입니다
24,1,경제적 불평등 생산은 계속된다는 얘깁니다
25,1,직무급이라든가 이런 여러 다른 얘깁니다마는
26,1,곧 이거에 일 대 일로 대응돼 있냐에 대해서는 정말 그렇다고 대답할 순 없습니다
27,1,이용할 수가 없습니다
28,1,에 그런 일은 없습니다
29,1,이건 아무 상관이 없습니다
30,1,요 앞에 것하고 별 그 차이는 없습니다
31,1,그런 보장은 없습니다
32,1,특별한 법적 근거는 없습니다
33,1,딱 한 사람밖에 할 수가 없습니다
34,1,그거는 창작물로 볼 수가 없습니다
35,1,아시아 시민 사회 프로그램이라는 그런 대회를 열었습니다
36,1,여기 올렸습니다
37,1,그래서 이 질문들을 많이 해 옵니다
38,1,이 원칙입니다
39,1,그니까 우리 특허청에서 특허 취득과 유사합니다
40,1,각서 유효합니다
41,1,유효합니다
43,1,항상 얘기하는 게 이겁니다
44,1,이차적 저작물로 만들었다 이겁니다
45,1,그니까 정서 인지적인 반응을 이끌어냅니다
46,1,굉장히 제 제 생각은 이렇습니다
47,1,이러한 이론이었습니다
48,1,전달을 통해서 이루어집니다
49,1,이 단체의 이름입니다
0,1,저작 인격권입니다
1,1,저작 재산권을 인정합니다
2,1,이 메인 광고의 특징이라고 할 수 있겠습니다
3,1,그까 정우성에 이미지가 사용했다는 거에는 이제 두 가지 의미가 있다고 볼 수 있겠습니다
4,1,그리고 변별에서 이제 변별에서도 볼 수 있겠습니다
5,1,볼 수 있겠습니다
6,1,번역자에게 있겠습니다
7,1,또는  신문사에 저작권이 있겠습니다만은
8,1,또 의식이라고 할 수 있겠습니다만은
9,1,조금 비판적으로 기울어진 의견일 수 있습니다
10,1,그런 내용이 있습니다
11,1,전체 예산 중에 한 오 퍼센트 안팎이라고 예 알고 있습니다
12,1,지적할 수 있습니다
13,1,자립형 사립고 같은 예가 있습니다
14,1,여기에 대해서 편입하면서 아임에프 이후에 교육 체제까지두 여기에 편입시키려는 그런 양상이 나타나고 있습니다
15,1,만드는 정책들이 등장하고 있습니다
16,1,있겠죠 있습니다
17,1, 있습니다
18,1,사례라고 볼 수 있습니다
